5827	0.673	13180.4	40460.4	9132.09	11183.5	220626	963810	56388.1	138217	
5828	1.223	13160.9	40322	9110.28	11183.5	220956	965886	56246.4	137708	
5829	1.772	13125.7	40250	9117.55	11183.5	220203	963292	56157.1	137932	
5830	2.322	13145.3	40340	9110.28	11179.7	219922	962215	56216.6	137984	
5831	2.862	13157	40244	9095.75	11179.7	219969	968493	56157.1	137837	
5832	3.406	13121.8	40154	9106.64	11179.7	220047	961441	56075.3	137803	
5833	3.954	13133.5	40256	9106.64	11157.1	219610	959339	56172	138088	
5834	4.513	13153.1	40226	9106.64	11145.8	219953	961398	56231.5	137828	
5835	5.043	13133.5	40178	9099.39	11157.1	220235	961011	56067.8	137656	
5836	5.593	13121.8	40232	9117.55	11164.6	220000	956436	56172	137993	
5837	6.133	13141.4	40292	9110.28	11157.1	220094	961484	56313.5	137846	
5838	6.682	13153.1	40238	9099.39	11157.1	220736	964415	56194.3	137665	
5839	7.232	13125.7	40274	9113.92	11176	220219	954778	56179.4	137915	
5840	7.772	13133.5	40340	9113.92	11168.4	219984	962732	56328.4	138105	
5841	8.321	13141.4	40286	9103.02	11160.9	220250	968798	56209.2	137647	
5842	8.871	13164.8	40274	9110.28	11176	220360	962904	56157.1	137975	
5843	9.411	13149.2	40304	9128.45	11153.3	220016	961871	56239	138304	
5844	9.96	13149.2	40208	9092.11	11149.5	220016	968580	56157.1	137768	
5845	10.51	13129.6	40202	9113.92	11160.9	220172	961785	56097.6	137751	
5846	11.05	13121.8	40256	9113.92	11149.5	219922	956266	56157.1	138209	
5847	11.6	13137.5	40280	9113.92	11142	220156	962473	56253.9	137872	
5848	12.139	13141.4	40286	9113.92	11164.6	220548	962602	56224.1	137682	
5849	12.689	13133.5	40286	9124.81	11164.6	220125	955968	56268.8	137846	
5850	13.257	13141.4	40334	9113.92	11153.3	220000	962172	56373.2	137898	
5851	13.787	13153.1	40304	9117.55	11153.3	220595	965410	56283.7	137518	
5852	14.327	13145.3	40286	9113.92	11168.4	220094	962086	56253.9	137751	
5853	14.876	13141.4	40352.1	9110.28	11157.1	219657	962258	56268.8	138027	
5854	15.416	13172.6	40346.1	9121.17	11157.1	220235	970063	56350.8	137872	
5855	15.966	13160.9	40250	9121.17	11179.7	220219	962516	56231.5	137768	
5856	16.516	13133.5	40328	9135.72	11149.5	219688	958911	56380.6	138191	
5857	17.065	13160.9	40376.1	9124.81	11164.6	220282	963163	56470.3	137932	
5858	17.605	13149.2	40274	9124.81	11149.5	220720	962947	56358.3	137682	
5859	18.145	13129.6	40292	9117.55	11153.3	220188	955713	56343.3	137889	
5860	18.694	13239.1	40677.5	9175.72	11179.7	221491	968623	56889.8	138712	
5861	19.294	13317.4	40901.3	9223.02	11217.5	223236	974229	57047.7	139226	
5862	19.844	13395.9	41131.9	9263.09	11259	223747	983867	57319.1	140067	
5863	20.384	13411.6	41204.9	9292.25	11293	224291	978649	57440.1	140420	
5864	20.983	13419.4	41430.4	9310.47	11300.6	224404	980071	57652.2	140782	
5865	21.533	13462.6	41381.5	9350.59	11327	225176	974405	57720.5	140853	
5866	22.073	13486.2	41412	9343.3	11327	225338	980115	57758.4	140155	
5867	22.652	13490.1	41284	9336	11353.5	225483	979759	57659.7	139839	
5868	23.172	13470.5	41277.9	9354.25	11368.7	224532	971506	57697.7	139813	
5869	23.722	13513.7	41211	9317.77	11361.1	224596	982435	57728	139034	
5870	24.268	13482.3	41052.9	9303.17	11383.8	224179	971550	57500.6	138729	
5871	24.81	13474.4	41022.5	9310.47	11361.1	223060	966667	57538.5	138677	
5872	25.41	13439	40968	9274.02	11399	223012	974405	57568.8	138062	
5873	25.959	13439	40871	9281.3	11380	222567	963076	57659.7	137898	
5874	26.509	13395.9	40707.7	9266.73	11391.4	222694	961269	57477.9	137380	
5875	27.049	13395.9	40641.2	9255.8	11391.4	221854	954821	57440.1	137630	
5876	27.609	13388	40586.9	9241.23	11391.4	221271	956862	57402.3	137063	
5877	28.148	13356.6	40394.2	9226.67	11387.6	221239	954693	57266.3	136849	
5878	28.688	13317.4	40352.1	9215.75	11387.6	220642	946650	57311.6	137200	
5879	29.268	13329.2	40322	9208.47	11372.5	220344	952787	57266.3	136549	
5880	29.787	13317.4	40166	9168.45	11391.4	220422	950635	57047.7	136345	
5881	30.387	13274.3	40154	9175.72	11387.6	219735	942654	57123	136737	
5882	30.927	13274.3	40076.1	9135.72	11410.3	219392	945773	57062.8	136404	
5883	31.477	13270.4	40082.1	9128.45	11391.4	218910	945523	57251.2	136191	
5884	32.026	13231.3	39920.6	9113.92	11383.8	219345	946107	57055.2	135817	
5885	32.576	13192.2	39890.7	9088.5	11399	218786	943983	57047.7	136030	
5886	33.116	13176.5	39896.7	9092.11	11399	218646	941659	57183.3	136013	
5887	33.665	13176.5	39771.4	9059.44	11391.4	219143	944357	57002.5	135622	
5888	34.215	13160.9	39735.6	9052.19	11402.7	218492	941039	56980	135996	
5889	34.765	13145.3	39759.4	9066.7	11395.2	218167	939553	57077.8	136115	
5890	35.304	13145.3	39634.4	9041.3	11391.4	218848	942364	56972.5	135512	
5891	35.854	13110.1	39580.8	9019.53	11395.2	218151	936757	56972.5	135860	
5892	36.404	13098.4	39640.3	9034.03	11399	217874	936593	57107.9	135885	
5893	37.014	13086.7	39551.1	9015.91	11402.7	218677	942156	56912.3	135470	
5894	37.543	13075	39515.5	9012.27	11376.2	217997	934874	56972.5	135851	
5895	38.093	13059.4	39414.6	9001.39	11383.8	218105	934466	56829.7	135758	
5896	38.633	13028.2	39396.8	8990.53	11391.4	217750	928137	56934.9	136089	
5897	39.182	13036	39390.8	8990.53	11402.7	217997	934548	56995	135614	
5898	39.782	13012.6	39307.9	8976.02	11380	218120	934180	56822.2	135529	
5899	40.332	13008.7	39337.5	8961.52	11399	218182	937783	56964.9	135453	
5900	40.882	12958	39236.8	8954.28	11383.8	217566	932958	56762.2	135614	
5901	41.431	12969.7	39290.1	8957.91	11376.2	217381	931576	56829.7	135809	
5902	41.971	12973.6	39260.5	8914.45	11380	217781	937537	56882.3	135665	
5903	42.527	12965.8	39183.6	8921.69	11387.6	217766	931332	56792.2	135775	
5904	43.111	12946.4	39195.4	8932.56	11399	217458	931210	56837.2	135970	
5905	43.661	12911.3	39130.4	8943.42	11330.8	217335	924680	56897.3	135766	
5906	44.21	12930.8	39201.4	8921.69	11376.2	217381	928984	56912.3	135622	
5907	44.77	12911.3	39130.4	8921.69	11391.4	217689	929671	56814.7	135436	
5908	45.3	12903.6	39089.1	8907.2	11383.8	217181	921247	56844.7	135588	
5909	45.849	12868.6	39071.4	8896.34	11361.1	217504	928540	56995	135529	
5910	46.399	12880.2	38988.8	8881.88	11361.1	217504	927291	56799.7	135343	
5911	46.939	12849.1	39024.2	8881.88	11364.9	217443	921367	56889.8	135555	
5912	47.509	12849.1	39030.1	8860.17	11357.3	217273	926607	56987.5	135495	
5913	48.038	12856.9	38947.5	8852.94	11372.5	217473	926205	56777.2	135140	
5914	48.598	12833.6	38971.1	8860.17	11395.2	217320	918668	56889.8	135546	
5915	49.138	12833.6	38959.3	8856.56	11383.8	217151	926446	56957.4	135470	
5916	49.677	12825.8	38953.4	8856.56	11368.7	217643	926888	56799.7	135309	
5917	50.257	12818	38953.4	8852.94	11372.5	217212	919262	56822.2	135470	
5918	50.767	12814.2	38947.5	8852.94	11353.5	217381	925161	57002.5	135445	
5919	51.317	12794.8	38924	8845.7	11380	217658	926084	56859.8	135191	
5920	51.866	12787	38882.8	8838.47	11368.7	217151	919024	56919.8	135546	
5921	52.466	12779.2	38935.8	8820.41	11376.2	217320	924600	56889.8	135495	
5922	53.016	12783.1	38882.8	8831.25	11387.6	216967	923400	56822.2	135639	
5923	53.555	12798.6	38853.3	8805.95	11372.5	217135	931779	56912.3	135529	
5924	54.107	12783.1	38800.4	8827.63	11372.5	217135	922442	56799.7	135385	
5925	54.651	12759.8	38847.5	8820.41	11357.3	216676	922921	56837.2	135622	
5926	55.199	12771.5	38800.4	8802.34	11357.3	216997	929793	56904.8	135478	
5927	55.759	12736.5	38753.4	8813.17	11383.8	217197	923321	56777.2	135369	
5928	56.339	12744.3	38771	8813.17	11364.9	216706	920691	56912.3	135699	
5929	56.889	12728.8	38765.1	8805.95	11372.5	217135	915236	56837.2	135377	
5930	57.466	12724.9	38788.7	8780.67	11372.5	217181	922363	56919.8	135419	
5931	58.013	12717.1	38735.8	8795.13	11357.3	216967	915826	56882.3	135783	
5932	58.562	12701.6	38718.1	8798.73	11364.9	217013	921009	56949.9	135284	
5933	59.152	12709.4	38636	8787.89	11383.8	217181	921168	56859.8	135140	
5934	59.702	12717.1	38694.7	8777.06	11353.5	216997	926366	56882.3	135056	
5935	60.271	12697.8	38659.4	8769.83	11376.2	217028	919778	56799.7	135309	
5936	60.791	12624.2	38431	8730.14	11315.7	215365	915275	56657.3	134551	
5937	61.351	12562.3	38133.4	8676.05	11274.1	214533	916062	56246.4	133465	
5938	61.89	12500.4	37918.3	8650.81	11281.7	213825	907975	55949	133349	
5939	62.43	12458	37837	8618.41	11232.6	212955	905578	55911.9	133208	
5940	63	12454.1	37773.3	8596.8	11209.9	212970	910578	55763.7	132951	
5941	63.53	12407.8	37651.8	8578.81	11202.4	212821	904306	55645.3	133075	
5942	64.076	12361.5	37611.3	8560.83	11168.4	212076	899939	55549.2	133424	
5943	64.616	12353.8	37611.3	8553.64	11153.3	212403	903768	55615.7	133174	
5944	65.176	12377	37634.4	8550.03	11157.1	213030	907510	55490.2	133199	
5945	65.705	12361.5	37686.5	8553.64	11160.9	213165	907510	55438.5	133890	
5946	66.275	12369.3	37773.3	8564.42	11142	213135	908246	55482.8	134350	
5947	66.815	12388.5	37854.4	8568.03	11145.8	213795	918114	55490.2	134384	
5948	67.345	12373.1	37883.4	8578.81	11138.3	214352	913901	55394.3	134526	
5949	67.894	12377	37982.1	8611.2	11142	214427	908984	55512.3	134677	
5950	68.444	12400.1	38086.8	8611.2	11134.5	214668	916890	55623.1	134879	
5951	68.984	12407.8	38150.8	8618.41	11123.2	215593	921049	55564	134837	
5952	69.543	12404	38209.1	8636.41	11119.4	215198	920810	55527.1	135132	
5953	70.083	12423.2	38337.5	8636.41	11134.5	215062	921924	55593.5	135419	
5954	70.623	12469.5	38395.9	8629.2	11126.9	215730	930238	55630.5	135529	
5955	71.172	12473.4	38413.5	8668.83	11123.2	216293	925843	55541.8	135631	
5956	71.722	12488.8	38536.3	8697.67	11123.2	216385	922682	55652.7	136200	
5957	72.272	12496.6	38671.2	8701.28	11119.4	216676	929752	55815.5	135979	
5958	72.812	12523.6	38700.5	8697.67	11126.9	217566	933976	55741.4	135783	
5959	73.351	12535.2	38759.3	8708.48	11126.9	217197	932632	55726.6	136251	
5960	73.901	12550.7	38847.5	8733.73	11119.4	217059	932998	55822.9	136404	
5961	74.451	12597.1	38888.7	8748.17	11108.1	217581	942156	55822.9	136413	
5962	75.01	12577.7	38906.3	8755.39	11123.2	217997	936142	55726.6	136379	
5963	75.542	12589.3	39036	8769.83	11115.6	217920	931494	55874.8	136806	
5964	76.088	12604.8	39124.5	8780.67	11104.3	218059	937619	55993.5	136601	
5965	76.637	12631.9	39106.8	8777.06	11111.9	218584	942032	55919.3	136259	
5966	77.177	12655.1	39160	8795.13	11126.9	218244	940584	55874.8	136678	
5967	77.727	12651.3	39183.6	8824.02	11115.6	217951	939512	55941.6	136994	
5968	78.276	12690	39242.8	8827.63	11115.6	218461	947236	55971.3	136789	
5969	78.826	12682.3	39248.7	8827.63	11115.6	218755	941122	55904.5	136780	
5970	79.366	12693.9	39343.4	8838.47	11123.2	218569	936060	56008.4	137355	
5971	79.906	12713.3	39373.1	8849.33	11115.6	218786	943359	56097.6	137028	
5972	80.455	12732.7	39384.9	8849.33	11119.4	219454	946608	56030.7	136831	
5973	81.025	12721	39426.4	8871.02	11123.2	219065	944648	55963.8	137149	
5974	81.545	12755.9	39509.5	8860.17	11111.9	218693	945565	56075.3	137380	
5975	82.094	12779.2	39491.7	8863.78	11100.6	219298	952872	56134.8	137234	
5976	82.694	12775.3	39479.8	8885.48	11115.6	219454	946985	55993.5	137243	
5977	83.184	12771.5	39551.1	8903.59	11115.6	219314	942364	56119.9	137759	
5978	83.754	12798.6	39628.4	8907.2	11111.9	219438	947905	56224.1	137372	
5979	84.283	12810.3	39598.7	8907.2	11123.2	219922	951478	56105	137097	
5980	84.823	12814.2	39610.6	8910.83	11123.2	219516	948660	56097.6	137398	
5981	85.373	12818	39664.1	8932.56	11108.1	219252	949038	56149.6	137682	
5982	85.912	12841.4	39670.1	8918.08	11100.6	219610	956564	56164.5	137553	
5983	86.462	12833.6	39622.5	8914.45	11111.9	219938	949584	56075.3	137458	
5984	87.012	12841.4	39711.8	8947.03	11123.2	219688	945273	56216.6	137820	
5985	87.552	12841.4	39765.4	8947.03	11111.9	219797	950677	56291.1	137613	
5986	88.101	12853	39741.6	8943.42	11126.9	220297	953252	56216.6	137346	
5987	88.641	12868.6	39795.2	8961.52	11108.1	220063	945982	56209.2	137820	
5988	89.191	12891.9	39860.9	8961.52	11119.4	219875	952914	56358.3	137846	
5989	89.76	12899.7	39825	8947.03	11108.1	220156	960110	56276.2	137846	
5990	90.28	12923	39807.2	8983.27	11134.5	220188	953633	56119.9	137803	
5991	90.843	12891.9	39860.9	8983.27	11108.1	219672	950509	56261.3	138252	
5992	91.373	12923	39902.7	8979.64	11108.1	220579	954778	56321	137828	
5993	91.923	12930.8	39890.7	8986.89	11096.8	220783	956223	56253.9	137639	
5994	92.473	12919.1	39908.6	8994.16	11123.2	220454	948744	56268.8	137915	
5995	93.032	12926.9	39980.4	8997.78	11111.9	220469	955883	56403	138122	
5996	93.562	12965.8	39950.5	8990.53	11115.6	220516	961957	56298.6	138088	
5997	94.102	12954.2	39896.7	9008.64	11130.7	220579	955203	56231.5	138053	
5998	94.652	12961.9	39956.4	9008.64	11119.4	220282	954184	56313.5	138399	
5999	95.211	12981.4	39992.3	9001.39	11123.2	220595	960625	56291.1	138070	
6000	95.741	12965.8	39920.6	9005.02	11123.2	220799	955713	56209.2	137932	
6001	96.298	12958	39968.4	9019.53	11123.2	220532	949836	56313.5	138053	
6002	96.838	12993.1	40058.1	9012.27	11108.1	220454	956777	56380.6	138062	
6003	97.378	12985.3	40016.2	9026.8	11126.9	220909	959810	56283.7	137518	
6004	97.928	13000.9	39980.4	9005.02	11138.3	220815	956223	56224.1	138036	
6005	98.477	13004.8	40016.2	9034.03	11123.2	220141	955968	56313.5	138373	
6006	99.037	13008.7	40010.3	9026.8	11119.4	220642	964069	56298.6	138053	
6007	99.567	13008.7	39938.5	9037.67	11123.2	221035	956393	56157.1	137923	
6008	100.116	12989.2	40040.2	9037.67	11126.9	220611	952280	56291.1	138027	
6009	100.656	13000.9	40100	9048.56	11104.3	220563	956564	56380.6	138036	
6010	101.206	13032.1	40040.2	9019.53	11115.6	221271	960839	56291.1	137673	
6011	101.745	13016.5	40046.2	9034.03	11130.7	220705	957672	56246.4	138079	
6012	102.295	13028.2	40058.1	9041.3	11111.9	220109	955245	56306	138330	
6013	102.845	13043.8	40052.1	9052.19	11111.9	220563	958868	56313.5	138079	
6014	103.385	13028.2	40016.2	9044.92	11134.5	220877	957544	56261.3	137915	
6015	103.934	13016.5	40046.2	9059.44	11123.2	220595	950677	56276.2	138088	
6016	104.474	13043.8	40160	9052.19	11123.2	220563	957757	56462.8	138243	
6017	105.024	13071.1	40106	9048.56	11108.1	220689	963421	56328.4	137751	
6018	105.573	13043.8	40076.1	9055.81	11126.9	220642	957715	56149.6	138079	
6019	106.113	13024.3	39998.3	9066.7	11119.4	219641	953888	56216.6	138088	
6020	106.663	13047.7	40016.2	9030.41	11126.9	220297	957971	56283.7	137768	
6021	107.213	13028.2	39950.5	9048.56	11115.6	220422	955288	56149.6	137665	
6022	107.772	13012.6	40010.3	9063.08	11119.4	220078	950004	56276.2	137751	
6023	108.302	13036	40100	9037.67	11111.9	220047	956181	56403	137906	
6024	108.842	13059.4	40052.1	9041.3	11119.4	220344	963378	56276.2	137889	
6025	109.391	13039.9	39992.3	9052.19	11134.5	220375	956990	56164.5	137932	
6026	109.941	13039.9	40064.1	9081.22	11115.6	220031	954396	56335.9	138321	
6027	110.481	13039.9	40106	9052.19	11104.3	220516	957416	56395.6	138070	
6028	111.041	13047.7	40070.1	9063.08	11104.3	220987	959168	56350.8	137716	
6029	111.57	13055.5	40100	9063.08	11130.7	220532	951394	56350.8	138122	
6030	112.13	13063.3	40160	9081.22	11130.7	220407	957885	56447.8	138200	
6031	112.67	13075	40076.1	9052.19	11119.4	220532	962904	56335.9	137716	
6032	113.209	13067.2	40070.1	9073.95	11126.9	220548	957629	56224.1	138036	
6033	113.779	13063.3	40088.1	9066.7	11119.4	219859	955288	56313.5	138209	
6034	114.309	13086.7	40082.1	9073.95	11119.4	220595	963335	56365.7	138070	
6035	114.849	13063.3	40070.1	9077.59	11123.2	220846	957757	56216.6	138018	
6036	115.408	13059.4	40154	9081.22	11126.9	220658	952703	56313.5	138504	
6037	115.938	13082.8	40160	9070.34	11115.6	220705	957928	56440.4	138166	
6038	116.488	13086.7	40136	9073.95	11126.9	221223	960282	56328.4	137915	
6039	117.037	13075	40112	9073.95	11134.5	220658	958142	56291.1	138209	
6040	117.587	13086.7	40130	9070.34	11115.6	220313	955968	56335.9	138434	
6041	118.127	13090.6	40046.2	9059.44	11126.9	220282	962947	56283.7	137984	
6042	118.666	13063.3	40010.3	9073.95	11130.7	220830	957246	56253.9	137932	
6043	119.216	13063.3	40112	9059.44	11126.9	220783	952027	56268.8	138287	
6044	119.776	13075	40202	9077.59	11115.6	220830	958911	56410.5	138391	
